Review,Review_rating,,
"I am feeling great with this car. It has a quite good handling, nice road grip, great stability, also great acceleration, and engine noise is quite low. Talking about interiors it's just wow. Lots of space, comfortable to sit, and love the driver's electronic adjustment. Don't have words about ventilated seats, and infotainment touch is a superb th...Read More",5,,
"Kia has debuted in the Indian car market by launching a great car Seltos. Though based upon Hyundai Creta, yet many steps ahead of the techology, comfort, styling ride and handling. I think mileage could be a negative aspect. Still, it's a great car.
Read More",5,,
"Great car with looks, mileage, power, comfort, and ultimate driving pleasure. All in all an absolute value for money car.
",5,,
"This car is delivering a very good performance. Great looks.
",5,,
"Fully loaded car with super new generation features and economically best for middle-class people.
",5,,
"A very comfortable and advanced feature, my friend bought this car and its superb car with great features. The engine is more powerful than my car. I like the sensors in this car.
Read More",5,,
"Its a nice car with great features, amazing headlight, suspension, nice pick-up.
",5,,
"The best thing about the car is the interior and exterior features. It is provided at such a reasonable price, and it is simply the best in its segment and it makes Seltos the best car.
Read More",5,,
"Kia Seltos can be called as a car of gadgets. It has a handful of features but only in GT line. For HT line it has only 2 airbags even for X Plus which is the diesel top-end model. It has 17inch diamond-cut alloy wheels, 8inch heads-up display, 360° camera, blind view monitor, red color brake caliper only for GT line X plus variant. In HT line K pl...Read More",5,,
"Nice car with all features. This car is very well designed and delivers a good performance. Build quality and interior is so good.
",5,,
"The best car in this segment. Never hesitated before buying this car. I just want to say go for it. If you still have doubt go and test drive it.
",5,,
"It's the best car which I have ever seen and yes it is a new company, so some people might think to purchase it or not. My experience says that every guy must at least test drive it and I'm sure, once driven, will be bought for sure.
Read More",5,,
"It is the best car in segment, I love this car because of its features and engine in this car. You can also get heads up display of 8 inches which very convenient.
",5,,
"Kia Seltos is the best car in the 2019 car collection. This car is comfortable and featureful as compared to other cars.
",5,,
"The looks are amazing, and the design is excellent. The interior of the car makes it a true premium Car. The dashboard is fantastic, and the piano finish is so cool. The design of headlights and the music system's screen is so cool. I have no words to describe the Kia Seltos.
Read More",5,,
"At such price, the number of features and BS6 refined engine, it's amazing.
",5,,
Review,Review_rating,,
"The perfect car for everyday use. It's not too big and not too small. A good car for a family getaway and can take long vacations also. The technology provided is mind-blowing and with this price point, it's a bargain. The best part of Seltos is that it can be selected from a wide range of variants which makes it easy for anyone who is looking into...Read More",5,,
"Kia Seltos is the best segment car I have ever seen. This car is fantastic due to its features regarding safety, infotainment etc. This car is a budgeting car and easily affordable when compared with other cars from other companies. This car is a king of highways. So smooth to drive and easily controlled. This car breaking quality is unbelievable. ...Read More",5,,
"Its too good compared to swift as well. Good in automatic transmission gives the best mileage.
",5,,
"It is a nice car as it has good features in it and suitable for people who go mountain trailing. I like this car as it has sunroof and moonroof. It is comfortable and spacious with good leg rest. The outer look is very classy, till I know Kia is good brand company and has a good impression in the market.
Read More",5,,
